TREENUM,SURVEYDATE,SPECIES_CODE,COMMONNAME,DBH1_in,TOTHT_ft,CROWNWIDTHNS_ft,CROWNWIDTHEW_ft,BOTANICAL,TreeStatus,CanopyRadius_ft
1738,2012-08-10,NYSY,Black tupelo,2.7,14,8,8,Nyssa sylvatica,Active,4
1739,2012-08-10,NYSY,Black tupelo,2,14,7,7,Nyssa sylvatica,Active,4
1740,2012-08-10,NYSY,Black tupelo,2.6,13,10,9,Nyssa sylvatica,Active,5
1741,2012-08-10,NYSY,Black tupelo,2.8,15,7,7,Nyssa sylvatica,Active,4
1742,2012-08-10,NYSY,Black tupelo,2.5,12,7,7,Nyssa sylvatica,Active,4
1743,2012-08-10,MAVI,Sweetbay,2.6,13,9,8,Magnolia virginiana,Active,4
1744,2012-08-10,MAVI,Sweetbay,2.6,17,13,14,Magnolia virginiana,Active,7
1745,2012-08-10,MAVI,Sweetbay,2.2,17,10,11,Magnolia virginiana,Active,6
1746,2012-08-10,LAIN,Common crapemyrtle,4.2,26,16,28,Lagerstroemia indica,Active,14
1747,2012-08-10,LAIN,Common crapemyrtle,3.1,28,13,14,Lagerstroemia indica,Active,7
1748,2012-08-10,LAIN,Common crapemyrtle,3.8,23,18,22,Lagerstroemia indica,Active,11
1749,2012-08-10,LAIN,Common crapemyrtle,3.2,26,29,23,Lagerstroemia indica,Active,14
1750,2012-08-10,PYCA,Callery pear,20.8,36,39,51,Pyrus calleryana,Removed,26
1751,2012-08-10,PYCA,Callery pear,17.1,34,28,39,Pyrus calleryana,Active,20
1752,2012-08-10,PYCA,Callery pear,11.8,42,37,21,Pyrus calleryana,Removed,18
1753,2012-08-10,PYCA,Callery pear,16.6,42,26,25,Pyrus calleryana,Removed,13
1754,2012-08-10,PYCA,Callery pear,10.3,38,22,25,Pyrus calleryana,Removed,12
1755,2012-08-10,PYCA,Callery pear,12.3,34,36,24,Pyrus calleryana,Removed,18
1756,2012-08-10,PYCA,Callery pear,14.2,37,45,29,Pyrus calleryana,Removed,22
1757,2012-08-10,PYCA,Callery pear,12.3,37,24,18,Pyrus calleryana,Removed,12
1758,2012-08-10,PYCA,Callery pear,10.9,31,14,16,Pyrus calleryana,Removed,8
1759,2012-08-10,PYCA,Callery pear,10.6,38,17,22,Pyrus calleryana,Removed,11
1760,2012-08-10,PYCA,Callery pear,15.1,41,18,34,Pyrus calleryana,Removed,17
1761,2012-08-10,PYCA,Callery pear,12.9,40,23,19,Pyrus calleryana,Active,12
1762,2012-08-10,ILCO2,Chinese holly,4.3,26,16,20,Ilex cornuta,Removed,10
1763,2012-08-10,MAGR,Southern magnolia,18.2,44,42,38,Magnolia grandiflora,Removed,21
1764,2012-08-10,QUPH,Willow oak,5.3,26,22,19,Quercus phellos,Removed,11
1765,2012-08-10,QUPH,Willow oak,8.6,36,28,26,Quercus phellos,Removed,14
1766,2012-08-10,QUPH,Willow oak,5,22,19,17,Quercus phellos,Removed,10
1767,2012-08-10,COFL,Flowering dogwood,2.2,8,7,6,Cornus florida,Active,4
1768,2012-08-10,CECA,Eastern redbud,2,11,8,7,Cercis canadensis,Active,4
1769,2012-08-10,CECA,Eastern redbud,2,7,6,6,Cercis canadensis,Active,3
1770,2012-08-10,COFL,Flowering dogwood,2.9,13,17,16,Cornus florida,Active,8
1771,2012-08-10,COFL,Flowering dogwood,2.2,10,6,7,Cornus florida,Active,4
1772,2012-08-10,COFL,Flowering dogwood,3.6,18,22,23,Cornus florida,Active,12
1773,2012-08-10,CECA,Eastern redbud,2.1,8,12,8,Cercis canadensis,Active,6
1774,2012-08-10,COFL,Flowering dogwood,1.2,6,5,5,Cornus florida,Active,2
1775,2012-08-10,COFL,Flowering dogwood,2,8,6,6,Cornus florida,Active,3
1776,2012-08-10,COFL,Flowering dogwood,2.3,8,7,7,Cornus florida,Active,4
1777,2012-08-10,CECA,Eastern redbud,2.2,10,7,6,Cercis canadensis,Active,4
1778,2012-08-10,COFL,Flowering dogwood,4,1,-1,-1,Cornus florida,Active,4
1779,2012-08-10,COFL,Flowering dogwood,9.9,16,31,22,Cornus florida,Removed,16
1780,2012-08-10,MAGR,Southern magnolia,35.8,59,48,55,Magnolia grandiflora,Active,28
1781,2012-08-10,QUPH,Willow oak,40.8,64,81,74,Quercus phellos,Active,40
1782,2012-08-10,QUPH,Willow oak,27.5,62,51,46,Quercus phellos,Active,26
1783,2012-08-10,QUPH,Willow oak,18.3,52,43,42,Quercus phellos,Active,22
1784,2012-08-10,QUPH,Willow oak,22.7,48,42,49,Quercus phellos,Active,24
1785,2012-08-10,QUNI,Water oak,26.3,44,63,51,Quercus nigra,Removed,32
1786,2012-08-10,QUPH,Willow oak,3,18,6,6,Quercus phellos,Active,3
1787,2012-08-10,AMLA,Smooth service berry,2,13,14,13,Amelanchier laevis,Active,7
1788,2012-08-10,AMLA,Smooth service berry,1.8,13,14,13,Amelanchier laevis,Active,7
1789,2012-08-10,ULRU,Slippery elm,33.2,58,56,71,Ulmus rubra,Active,36
1790,2012-08-10,ILAT,Topal holly,2.1,12,5,5,Ilex x attenuata,Active,2
1791,2012-08-10,ILAT,Topal holly,2.3,13,5,5,Ilex x attenuata,Active,2
1792,2012-08-10,ILAT,Topal holly,2.4,12,5,5,Ilex x attenuata,Active,2
1793,2012-08-10,QUNI,Water oak,30.1,68,88,65,Quercus nigra,Active,44
1794,2012-08-10,AMLA,Smooth service berry,3.2,12,12,16,Amelanchier laevis,Active,8
1795,2012-08-10,QUNI,Water oak,30.7,72,76,78,Quercus nigra,Active,39
1796,2012-08-10,QUNI,Water oak,23.2,62,48,54,Quercus nigra,Active,27
1797,2012-08-10,PICH,Chinese pistache,18.5,38,39,45,Pistacia chinensis,Active,22
1798,2012-08-10,PICH,Chinese pistache,12,35,48,42,Pistacia chinensis,Active,24
1799,2012-08-10,ACRU,Red maple,12.6,35,36,34,Acer rubrum,Active,18
1800,2012-08-10,ACRU,Red maple,14.7,41,38,41,Acer rubrum,Active,20
1801,2012-08-10,QUNI,Water oak,27.6,58,51,55,Quercus nigra,Removed,28
1802,2012-08-10,QUNI,Water oak,20.9,54,32,61,Quercus nigra,Active,30
1803,2012-08-10,QUNI,Water oak,29.6,65,72,73,Quercus nigra,Active,36
1804,2012-08-10,QUNI,Water oak,34.2,67,56,73,Quercus nigra,Removed,36
1805,2012-08-10,PHFR,Fraser photinia,3.8,16,19,24,Photinia x fraseri,Removed,12
1806,2012-08-10,LAIN,Common crapemyrtle,4.2,22,20,17,Lagerstroemia indica,Removed,10
1807,2012-08-10,LAIN,Common crapemyrtle,6.4,24,11,10,Lagerstroemia indica,Removed,6
1808,2012-08-10,LAIN,Common crapemyrtle,4.3,26,11,11,Lagerstroemia indica,Removed,6
1809,2012-08-11,PHFR,Fraser photinia,4.6,27,28,15,Photinia x fraseri,Active,14
1810,2012-08-11,PHFR,Fraser photinia,3.6,27,16,12,Photinia x fraseri,Active,8
1811,2012-08-11,PHFR,Fraser photinia,2.6,17,15,7,Photinia x fraseri,Active,8
1812,2012-08-11,PHFR,Fraser photinia,5,21,29,16,Photinia x fraseri,Active,14
1813,2012-08-11,PHFR,Fraser photinia,4,22,28,16,Photinia x fraseri,Active,14
1814,2012-08-11,PHFR,Fraser photinia,4,19,15,14,Photinia x fraseri,Active,8
1815,2012-08-11,PHFR,Fraser photinia,4.1,26,21,16,Photinia x fraseri,Active,10
1816,2012-08-11,PHFR,Fraser photinia,2.4,8,9,6,Photinia x fraseri,Active,4
1817,2012-08-11,PHFR,Fraser photinia,4.1,24,25,16,Photinia x fraseri,Active,12
1818,2012-08-11,PHFR,Fraser photinia,3.1,23,32,20,Photinia x fraseri,Active,16
1819,2012-08-11,PHFR,Fraser photinia,3.1,16,18,15,Photinia x fraseri,Active,9
1820,2012-08-11,PHFR,Fraser photinia,5.1,19,17,12,Photinia x fraseri,Active,8
1821,2012-08-11,PHFR,Fraser photinia,3.4,18,22,18,Photinia x fraseri,Active,11
1822,2012-08-11,PHFR,Fraser photinia,3.6,21,16,30,Photinia x fraseri,Active,15
1823,2012-08-11,PHFR,Fraser photinia,2.8,20,11,22,Photinia x fraseri,Active,11
1824,2012-08-11,PHFR,Fraser photinia,4.3,20,15,26,Photinia x fraseri,Active,13
1825,2012-08-11,COFL,Flowering dogwood,8.6,23,27,25,Cornus florida,Active,14
1826,2012-08-11,ACPA,Japanese maple,10.4,21,28,32,Acer palmatum,Active,16
1827,2012-08-11,ILCO2,Chinese holly,12.7,25,31,15,Ilex cornuta,Active,16
1828,2012-08-11,ILCO2,Chinese holly,14.7,23,25,22,Ilex cornuta,Active,12
1829,2012-08-11,ILCO2,Chinese holly,6.7,21,33,22,Ilex cornuta,Active,16
1830,2012-08-11,ILCO2,Chinese holly,13.7,20,34,19,Ilex cornuta,Active,17
1831,2012-08-11,ILCO2,Chinese holly,5.9,24,30,20,Ilex cornuta,Active,15
1832,2012-08-11,QUNI,Water oak,23.3,52,61,6,Quercus nigra,Active,30
1833,2012-08-11,QUPH,Willow oak,31,74,65,70,Quercus phellos,Active,35
1834,2012-08-11,QUPH,Willow oak,25.3,76,66,83,Quercus phellos,Active,42
1835,2012-08-11,QUPH,Willow oak,25.3,76,79,70,Quercus phellos,Removed,40
1836,2012-08-11,QUPH,Willow oak,31.1,72,76,67,Quercus phellos,Removed,38
1837,2012-08-11,QUNI,Water oak,30,66,64,82,Quercus nigra,Active,41
1838,2012-08-11,QUPH,Willow oak,37.5,72,71,84,Quercus phellos,Active,42
1839,2012-08-11,QUPH,Willow oak,42.5,86,68,86,Quercus phellos,Removed,43
1840,2012-08-11,QUNI,Water oak,25.2,61,38,68,Quercus nigra,Active,34
1841,2012-08-11,QUPH,Willow oak,32.8,78,75,78,Quercus phellos,Active,39
1842,2012-08-11,COFL,Flowering dogwood,1.7,16,14,12,Cornus florida,Active,7
1843,2012-08-11,COKO,Kousa dogwood,3.8,13,10,9,Cornus kousa,Active,5
1844,2012-08-11,COKO,Kousa dogwood,3.6,14,8,9,Cornus kousa,Active,4
1845,2012-08-11,COKO,Kousa dogwood,3.4,13,10,10,Cornus kousa,Active,5
1846,2012-08-11,LAIN,Common crapemyrtle,4.2,9,10,10,Lagerstroemia indica,Removed,5
1847,2012-08-11,LAIN,Common crapemyrtle,5.6,7,8,4,Lagerstroemia indica,Removed,4
1848,2012-08-11,LAIN,Common crapemyrtle,4,7,7,8,Lagerstroemia indica,Removed,4
1849,2012-08-11,LAIN,Common crapemyrtle,2.8,7,6,4,Lagerstroemia indica,Removed,3
1850,2012-08-11,LAIN,Common crapemyrtle,3.2,16,10,12,Lagerstroemia indica,Removed,6
1851,2012-08-11,ILCR,Japanese holly,2.6,15,9,8,Ilex crenata,Active,4
1852,2012-08-11,QUPA,Pin oak,3.7,19,14,15,Quercus palustris,Active,8
1853,2012-08-11,QUPA,Pin oak,4,21,16,15,Quercus palustris,Active,8
1854,2012-08-11,QUPA,Pin oak,3.8,19,12,12,Quercus palustris,Active,6
1855,2012-08-11,QUPA,Pin oak,2.4,15,9,11,Quercus palustris,Active,6
1856,2012-08-11,QUPA,Pin oak,2.4,13,9,9,Quercus palustris,Active,4
1857,2012-08-13,MAGR,Southern magnolia,24.9,52,45,44,Magnolia grandiflora,Removed,22
1858,2012-08-13,QUPH,Willow oak,27.9,66,55,62,Quercus phellos,Removed,31
1859,2012-08-13,QUPH,Willow oak,15.8,51,50,27,Quercus phellos,Active,25
1860,2012-08-13,QUPH,Willow oak,19.7,62,51,42,Quercus phellos,Active,26
1861,2012-08-13,QUPH,Willow oak,14.5,51,44,38,Quercus phellos,Removed,22
1862,2012-08-13,QUPH,Willow oak,18.7,60,42,37,Quercus phellos,Active,21
1863,2012-08-13,QUPH,Willow oak,12,46,37,36,Quercus phellos,Removed,18
1864,2012-08-13,QUPH,Willow oak,10.2,37,38,42,Quercus phellos,Removed,21
1865,2012-08-13,QUPH,Willow oak,18.2,62,39,36,Quercus phellos,Active,20
1866,2012-08-13,QUPH,Willow oak,15.5,58,42,37,Quercus phellos,Active,21
1867,2012-08-13,QUPH,Willow oak,17.5,63,46,35,Quercus phellos,Active,23
1868,2012-08-13,QUPH,Willow oak,19.1,59,47,42,Quercus phellos,Active,24
1869,2012-08-13,QUPH,Willow oak,9,37,21,18,Quercus phellos,Removed,10
1870,2012-08-13,QUPH,Willow oak,14.6,41,33,35,Quercus phellos,Active,18
1871,2012-08-13,ACRU,Red maple,15.8,42,31,33,Acer rubrum,Active,16
1872,2012-08-13,LAIN,Common crapemyrtle,5.6,36,23,36,Lagerstroemia indica,Active,18
1873,2012-08-13,QUPH,Willow oak,12.5,51,38,35,Quercus phellos,Active,19
1874,2012-08-13,QUPH,Willow oak,14.6,49,34,31,Quercus phellos,Active,17
1875,2012-08-13,LAIN,Common crapemyrtle,9.5,31,33,35,Lagerstroemia indica,Active,18
1876,2012-08-13,LAIN,Common crapemyrtle,4.5,29,26,19,Lagerstroemia indica,Active,13
1877,2012-08-13,LAIN,Common crapemyrtle,11.5,32,22,23,Lagerstroemia indica,Active,12
1878,2012-08-13,LAIN,Common crapemyrtle,3.2,29,25,23,Lagerstroemia indica,Active,12
1879,2012-08-13,QUST,Post oak,29.4,56,63,67,Quercus stellata,Active,34
1880,2012-08-13,LAIN,Common crapemyrtle,3.6,33,27,26,Lagerstroemia indica,Active,14
1881,2012-08-13,LAIN,Common crapemyrtle,7.4,28,23,3,Lagerstroemia indica,Removed,12
1882,2012-08-13,LAIN,Common crapemyrtle,3.5,29,24,21,Lagerstroemia indica,Removed,12
1883,2012-08-13,LAIN,Common crapemyrtle,5.5,26,27,31,Lagerstroemia indica,Removed,16
1884,2012-08-13,QUPH,Willow oak,18,67,48,67,Quercus phellos,Active,34
1885,2012-08-13,QUPH,Willow oak,16.5,71,58,53,Quercus phellos,Active,29
1886,2012-08-13,QUPH,Willow oak,11.6,69,61,56,Quercus phellos,Active,30
1887,2012-08-13,QUPH,Willow oak,12,69,41,42,Quercus phellos,Active,21
1888,2012-08-13,QUPH,Willow oak,16.8,64,55,48,Quercus phellos,Active,28
1889,2012-08-13,QUPH,Willow oak,11.7,31,38,32,Quercus phellos,Active,19
1890,2012-08-13,QUPH,Willow oak,8.6,30,32,29,Quercus phellos,Active,16
1891,2012-08-13,QUPH,Willow oak,9.8,36,29,31,Quercus phellos,Active,16
1892,2012-08-13,QUPH,Willow oak,18.3,51,47,51,Quercus phellos,Active,26
1893,2012-08-13,QUPH,Willow oak,10.3,38,31,33,Quercus phellos,Active,16
1894,2012-08-13,QUPH,Willow oak,13.9,54,35,40,Quercus phellos,Active,20
1895,2012-08-13,QUPH,Willow oak,15.7,49,39,42,Quercus phellos,Active,21
1896,2012-08-13,QUPH,Willow oak,20.5,61,45,38,Quercus phellos,Active,22
1897,2012-08-13,ILCO2,Chinese holly,4.5,10,8,8,Ilex cornuta,Active,4
1898,2012-08-13,ILCO2,Chinese holly,4.4,10,8,8,Ilex cornuta,Active,4
1899,2012-08-13,ILCO2,Chinese holly,4.3,10,8,8,Ilex cornuta,Active,4
1900,2012-08-13,ILCO2,Chinese holly,4,11,8,8,Ilex cornuta,Active,4
1901,2012-08-13,QUPA,Pin oak,3.5,21,12,12,Quercus palustris,Active,6
1902,2012-08-13,QUPA,Pin oak,2.5,17,9,9,Quercus palustris,Active,4
1903,2012-08-13,ILCO2,Chinese holly,4.9,13,9,9,Ilex cornuta,Active,4
1904,2012-08-13,ILCO2,Chinese holly,4.2,13,9,8,Ilex cornuta,Active,4
1905,2012-08-13,ILCO2,Chinese holly,4.4,13,10,8,Ilex cornuta,Active,5
1906,2012-08-13,ILCO2,Chinese holly,4.4,12,9,8,Ilex cornuta,Active,4
1907,2012-08-13,QUPA,Pin oak,39,21,12,12,Quercus palustris,Active,6
1908,2012-08-13,QUPA,Pin oak,3.5,23,13,12,Quercus palustris,Active,6
1909,2012-08-13,QUPA,Pin oak,2.4,16,8,8,Quercus palustris,Active,4
1910,2012-08-13,QUPA,Pin oak,3.2,20,12,12,Quercus palustris,Active,6
1911,2012-08-13,QUPA,Pin oak,3.2,21,12,12,Quercus palustris,Active,6
1912,2012-08-13,QUPA,Pin oak,3.3,20,13,12,Quercus palustris,Active,6
1913,2012-08-13,QUPA,Pin oak,3.4,23,12,12,Quercus palustris,Active,6
1914,2012-08-13,COFL,Flowering dogwood,3.2,14,8,8,Cornus florida,Active,4
1915,2012-08-13,COFL,Flowering dogwood,3.1,16,8,9,Cornus florida,Active,4
1916,2012-08-13,COFL,Flowering dogwood,2.9,17,10,10,Cornus florida,Active,5
1917,2012-08-13,QUPA,Pin oak,4.1,20,12,13,Quercus palustris,Active,6
1918,2012-08-13,QUPA,Pin oak,3.4,21,13,12,Quercus palustris,Active,6
1919,2012-08-13,STAM4,American snowbell,7,15,15,16,Styrax americanus,Active,8
1920,2012-08-13,STAM4,American snowbell,15,24,34,29,Styrax americanus,Active,17
1921,2012-08-13,STAM4,American snowbell,15.3,23,29,30,Styrax americanus,Active,15
1922,2012-08-13,STAM4,American snowbell,8.8,24,32,34,Styrax americanus,Active,17
1923,2012-08-13,STAM4,American snowbell,5.2,15,25,21,Styrax americanus,Active,12
1924,2012-08-13,STAM4,American snowbell,8.7,20,26,27,Styrax americanus,Active,14
1925,2012-08-13,STAM4,American snowbell,4.7,29,32,34,Styrax americanus,Active,17
1926,2012-08-13,PRSE2,Kwanzan cherry,14.5,27,36,30,Prunus serrulata,Active,18
1927,2012-08-13,GIBI,Ginkgo,23.9,65,54,51,Ginkgo biloba,Active,27
1928,2012-08-13,HADI,Two-wing silverbell,3,16,14,12,Halesia diptera,Active,7
1929,2012-08-13,HADI,Two-wing silverbell,3.1,18,12,12,Halesia diptera,Active,6
1930,2012-08-13,HADI,Two-wing silverbell,3.1,12,11,13,Halesia diptera,Active,6
1931,2012-08-13,HADI,Two-wing silverbell,3,18,13,13,Halesia diptera,Active,6
1932,2012-08-13,HADI,Two-wing silverbell,3.2,15,12,12,Halesia diptera,Active,6
1933,2012-08-13,HADI,Two-wing silverbell,3.3,21,12,15,Halesia diptera,Active,8
1934,2012-08-13,QUSH,Shumard oak,3.6,26,12,13,Quercus shumardii,Active,6
1935,2012-08-13,QUSH,Shumard oak,3.2,22,12,12,Quercus shumardii,Active,6
1936,2012-08-13,QUSH,Shumard oak,3.5,23,12,13,Quercus shumardii,Active,6
1937,2012-08-13,LITU,Tulip tree,3.5,27,14,12,Liriodendron tulipifera,Active,7
1938,2012-08-13,LITU,Tulip tree,3.3,24,14,14,Liriodendron tulipifera,Active,7
1939,2012-08-13,LITU,Tulip tree,3.5,25,13,13,Liriodendron tulipifera,Active,6
1940,2012-08-13,QUBI,Swamp white oak,3.3,19,12,12,Quercus bicolor,Active,6
1941,2012-08-13,QUBI,Swamp white oak,3.2,16,13,12,Quercus bicolor,Active,6
1942,2012-08-13,QUBI,Swamp white oak,3.1,17,12,12,Quercus bicolor,Active,6
1943,2012-08-13,HADI,Two-wing silverbell,3.1,15,14,14,Halesia diptera,Active,7
1944,2012-08-13,HADI,Two-wing silverbell,3.2,14,15,8,Halesia diptera,Active,8
1945,2012-08-13,ACBU,Trident maple,3.6,25,17,15,Acer buergerianum,Active,8
1946,2012-08-13,ACBU,Trident maple,4.2,25,16,12,Acer buergerianum,Active,8
1947,2012-08-13,HADI,Two-wing silverbell,3,15,12,13,Halesia diptera,Active,6
1948,2012-08-13,HADI,Two-wing silverbell,3.2,16,10,12,Halesia diptera,Active,6
1949,2012-08-13,QUBI,Swamp white oak,4.1,21,12,12,Quercus bicolor,Active,6
1950,2012-08-13,QUBI,Swamp white oak,2.4,12,11,11,Quercus bicolor,Active,6
1951,2012-08-13,QUBI,Swamp white oak,2.3,16,10,10,Quercus bicolor,Active,5
1952,2012-08-13,QUBI,Swamp white oak,2.4,15,10,11,Quercus bicolor,Active,6
1953,2012-08-13,QUBI,Swamp white oak,2.4,15,10,11,Quercus bicolor,Active,6
1954,2012-08-13,QUBI,Swamp white oak,2.2,14,9,10,Quercus bicolor,Active,5
1955,2012-08-13,QUBI,Swamp white oak,2.4,16,12,12,Quercus bicolor,Active,6
1956,2012-08-13,QUAL,White oak,43.2,74,85,73,Quercus alba,Removed,42
1957,2012-08-13,QUBI,Swamp white oak,2.6,17,10,11,Quercus bicolor,Active,6
1958,2012-08-13,AMLA,Smooth service berry,3.3,8,8,8,Amelanchier laevis,Active,4
1959,2012-08-13,AMLA,Smooth service berry,2,8,7,9,Amelanchier laevis,Active,4
1960,2012-08-13,ACBU,Trident maple,2.6,17,8,8,Acer buergerianum,Active,4
1961,2012-08-13,ACBU,Trident maple,2.4,18,7,6,Acer buergerianum,Active,4
1962,2012-08-13,LITU,Tulip tree,3.3,22,15,12,Liriodendron tulipifera,Active,8
1963,2012-08-13,LITU,Tulip tree,3,21,11,13,Liriodendron tulipifera,Active,6
1964,2012-08-13,HADI,Two-wing silverbell,3.2,15,12,12,Halesia diptera,Active,6
1965,2012-08-13,HADI,Two-wing silverbell,3,16,13,14,Halesia diptera,Active,7
1966,2012-08-13,HADI,Two-wing silverbell,2.8,16,12,12,Halesia diptera,Active,6
1967,2012-08-13,QUBI,Swamp white oak,2.7,17,11,12,Quercus bicolor,Active,6
1968,2012-08-13,QUBI,Swamp white oak,3.3,17,16,12,Quercus bicolor,Active,8
1969,2012-08-13,QUBI,Swamp white oak,3.6,18,12,13,Quercus bicolor,Active,6
1970,2012-08-13,HADI,Two-wing silverbell,2.8,13,12,11,Halesia diptera,Active,6
1971,2012-08-13,HADI,Two-wing silverbell,2.9,15,8,11,Halesia diptera,Active,6
1972,2012-08-13,HADI,Two-wing silverbell,3.1,12,12,11,Halesia diptera,Active,6
1973,2012-08-13,HADI,Two-wing silverbell,2.6,16,13,14,Halesia diptera,Active,7
1974,2012-08-13,QUBI,Swamp white oak,3,16,12,11,Quercus bicolor,Active,6
1975,2012-08-13,PLOC,American sycamore,26.4,78,63,54,Platanus occidentalis,Active,32
1976,2012-08-13,MAGR,Southern magnolia,9.2,48,28,30,Magnolia grandiflora,Active,15
1977,2012-08-13,MAGR,Southern magnolia,11.6,46,27,32,Magnolia grandiflora,Active,16
1978,2012-08-13,PRSE2,Kwanzan cherry,17,21,43,28,Prunus serrulata,Active,22
1979,2012-08-13,QUPH,Willow oak,7.5,45,20,21,Quercus phellos,Active,10
1980,2012-08-13,QUPH,Willow oak,23,68,62,65,Quercus phellos,Active,32
1981,2012-08-13,QUPH,Willow oak,17.4,71,44,48,Quercus phellos,Active,24
1982,2012-08-13,QUPH,Willow oak,17.4,68,42,47,Quercus phellos,Active,24
1983,2012-08-13,QUPH,Willow oak,25.2,68,61,56,Quercus phellos,Active,30
1984,2012-08-13,PRYE,Yoshino flowering cherry,15,28,31,27,Prunus yedoensis,Active,16
1985,2012-08-13,MAVI,Sweetbay,2.8,23,25,21,Magnolia virginiana,Active,12
1986,2012-08-13,CHOB,Hinoki cypress,2.1,15,10,9,Chamaecyparis obtusa,Active,5
1987,2012-08-13,JUCH,Chinese juniper,6,32,15,11,Juniperus chinensis,Active,8
1988,2012-08-13,JUCH,Chinese juniper,3.6,21,11,12,Juniperus chinensis,Active,6
1989,2012-08-13,JUCH,Chinese juniper,3.4,23,12,14,Juniperus chinensis,Removed,7
1990,2012-08-13,JUCH,Chinese juniper,4.7,25,12,10,Juniperus chinensis,Removed,6
1991,2012-08-13,ACPA,Japanese maple,12.8,25,28,32,Acer palmatum,Active,16
1992,2012-08-13,ACBU,Trident maple,2.3,20,5,9,Acer buergerianum,Active,4
1993,2012-08-13,QUBI,Swamp white oak,3,15,12,12,Quercus bicolor,Active,6
1994,2012-08-13,GIBI,Ginkgo,2.1,12,5,6,Ginkgo biloba,Active,3
1995,2012-08-13,QUBI,Swamp white oak,3,13,11,10,Quercus bicolor,Active,6
1996,2012-08-13,MAVI,Sweetbay,1.8,26,12,10,Magnolia virginiana,Active,6
1997,2012-08-13,MAVI,Sweetbay,1.6,21,12,12,Magnolia virginiana,Active,6
1998,2012-08-13,MAVI,Sweetbay,2.2,25,9,10,Magnolia virginiana,Active,5
1999,2012-08-13,ILAT,Topal holly,4.6,14,8,8,Ilex x attenuata,Active,4
2000,2012-08-13,ILAT,Topal holly,3.8,16,8,8,Ilex x attenuata,Active,4
2001,2012-08-13,QUSH,Shumard oak,2.7,22,13,13,Quercus shumardii,Active,6
2002,2012-08-13,MAVI,Sweetbay,2.6,27,8,8,Magnolia virginiana,Active,4
2003,2012-08-13,MAVI,Sweetbay,2.5,20,10,8,Magnolia virginiana,Active,5
2004,2012-08-13,MAVI,Sweetbay,2.2,23,10,11,Magnolia virginiana,Active,6
2005,2012-08-13,MAVI,Sweetbay,1.2,20,11,12,Magnolia virginiana,Active,6
2006,2012-08-13,QUSH,Shumard oak,2.8,21,12,13,Quercus shumardii,Active,6
2007,2012-08-13,QUSH,Shumard oak,2.6,17,11,9,Quercus shumardii,Active,6
2008,2012-08-13,QUSH,Shumard oak,2.6,22,12,12,Quercus shumardii,Active,6
2009,2012-08-13,QUSH,Shumard oak,2.4,20,11,10,Quercus shumardii,Active,6
2010,2012-08-13,ACBU,Trident maple,3.2,16,9,10,Acer buergerianum,Active,5
2011,2012-08-13,ACBU,Trident maple,3,16,9,10,Acer buergerianum,Active,5
2012,2012-08-13,ACRU,Red maple,9.7,27,29,32,Acer rubrum,Active,16
2013,2012-08-13,ACRU,Red maple,1,13,11,10,Acer rubrum,Active,6
2014,2012-08-13,ACRU,Red maple,2.2,17,17,17,Acer rubrum,Active,8
2015,2012-08-13,ACPA,Japanese maple,6,13,23,20,Acer palmatum,Active,12
2016,2012-08-13,PHFR,Fraser photinia,3.4,32,20,24,Photinia x fraseri,Active,12
2017,2012-08-13,LAIN,Common crapemyrtle,2.3,22,10,16,Lagerstroemia indica,Removed,8
2018,2012-08-13,QUSH,Shumard oak,3.1,22,11,11,Quercus shumardii,Active,6
2019,2012-08-13,COFL,Flowering dogwood,2.5,11,5,5,Cornus florida,Active,2
2020,2012-08-13,COFL,Flowering dogwood,2.2,9,5,5,Cornus florida,Active,2
2021,2012-08-13,COFL,Flowering dogwood,1.6,9,5,6,Cornus florida,Active,3
2022,2012-08-13,QUSH,Shumard oak,2.6,18,12,12,Quercus shumardii,Active,6
2023,2012-08-13,QUST,Post oak,41.5,76,92,97,Quercus stellata,Removed,48
2024,2012-08-13,LAIN,Common crapemyrtle,3.1,31,19,21,Lagerstroemia indica,Removed,10
2025,2012-08-13,LAIN,Common crapemyrtle,6.2,25,21,26,Lagerstroemia indica,Removed,13
2026,2012-08-13,LAIN,Common crapemyrtle,3.7,23,19,25,Lagerstroemia indica,Removed,12
2027,2012-08-13,LAIN,Common crapemyrtle,6.7,22,18,20,Lagerstroemia indica,Removed,10
2028,2012-08-13,MAGR,Southern magnolia,31,48,37,53,Magnolia grandiflora,Active,26
2029,2012-08-13,BENI,River birch,7.6,44,42,34,Betula nigra,Active,21
2030,2012-08-13,BENI,River birch,9.9,48,43,48,Betula nigra,Active,24
2031,2012-08-13,BENI,River birch,6.5,46,41,34,Betula nigra,Active,20
2032,2012-08-13,PRSE2,Kwanzan cherry,17.5,21,33,22,Prunus serrulata,Active,16
2033,2012-08-13,CASA,Sasanqua camellia,6.2,15,10,12,Camellia sasanqua,Active,6
2034,2012-08-13,ILOP,American holly,7.3,32,21,18,Ilex opaca,Active,10
